"","Date","LTC","BTC","ETH"
"975",2016-10-17,3.84,639.94,12
"976",2016-10-16,3.87,644.12,11.98
"977",2016-10-15,3.89,639.6,12.01
"978",2016-10-14,3.92,641.35,11.93
"979",2016-10-13,3.93,637.46,12.07
"980",2016-10-12,3.81,638.03,11.72
"981",2016-10-11,3.85,643.66,11.78
"982",2016-10-10,3.78,618.81,11.73
"983",2016-10-09,3.79,616.56,12.01
"984",2016-10-08,3.83,620.76,12.26
"985",2016-10-07,3.86,618.82,12.69
"986",2016-10-06,3.85,613.55,12.84
"987",2016-10-05,3.83,614.05,13.11
"988",2016-10-04,3.81,610.66,13.33
"989",2016-10-03,3.86,612.43,13.44
"990",2016-10-02,3.85,610.03,13.16
"991",2016-10-01,3.85,614.08,13.18
"992",2016-09-30,3.85,611,13.3
"993",2016-09-29,3.87,604.31,13.1
"994",2016-09-28,3.86,603.9,13.25
"995",2016-09-27,3.84,605,13.08
"996",2016-09-26,3.86,609.18,12.9
"997",2016-09-25,3.8,600.34,13.05
"998",2016-09-24,3.82,602.81,12.86
"999",2016-09-23,3.81,603.28,13.36
"1000",2016-09-22,3.75,596.77,13.17
"1001",2016-09-21,3.8,597.76,13.74
"1002",2016-09-20,3.85,610.82,14.45
"1003",2016-09-19,3.84,609.76,12.9
"1004",2016-09-18,3.83,614.41,12.32
"1005",2016-09-17,3.81,607.82,12.8
"1006",2016-09-16,3.83,610.02,12.68
"1007",2016-09-15,3.86,611.83,12.01
"1008",2016-09-14,3.89,613.89,11.94
"1009",2016-09-13,3.85,613.91,12.01
"1010",2016-09-12,3.86,611.11,12
"1011",2016-09-11,3.91,610.51,11.68
"1012",2016-09-10,4.02,628.5,12.13
"1013",2016-09-09,3.98,625.26,11.68
"1014",2016-09-08,4,630.69,11.45
"1015",2016-09-07,4.01,618.7,11.64
"1016",2016-09-06,3.97,614.65,11.73
"1017",2016-09-05,3.98,612.67,11.85
"1018",2016-09-04,4.03,615.19,11.73
"1019",2016-09-03,3.96,608.25,12.01
"1020",2016-09-02,3.82,580.56,12.13
"1021",2016-09-01,3.83,572.1,12.22
"1022",2016-08-31,3.81,574.57,11.63
"1023",2016-08-30,3.8,578.98,11.29
"1024",2016-08-29,3.77,574.8,10.93
"1025",2016-08-28,3.72,574.09,10.94
"1026",2016-08-27,3.75,568.5,11.2
"1027",2016-08-26,3.84,578.01,11.22
"1028",2016-08-25,3.82,577.24,11.39
"1029",2016-08-24,3.84,580.32,10.98
"1030",2016-08-23,3.96,584.34,10.99
"1031",2016-08-22,3.66,588.79,11.14
"1032",2016-08-21,3.62,580.42,11.13
"1033",2016-08-20,3.6,582.67,11.26
"1034",2016-08-19,3.62,573.06,10.68
"1035",2016-08-18,3.59,572.32,10.69
"1036",2016-08-17,3.58,571.2,10.72
"1037",2016-08-16,3.6,576,11.07
"1038",2016-08-15,3.56,565.75,11.09
"1039",2016-08-14,3.6,568.8,11.16
"1040",2016-08-13,3.69,583.2,11.48
"1041",2016-08-12,3.65,584.5,11.67
"1042",2016-08-11,3.73,591.37,11.64
"1043",2016-08-10,3.55,588.49,12.07
"1044",2016-08-09,3.73,604.1,10.16
"1045",2016-08-08,3.73,604.1,10.16
"1046",2016-08-07,3.73,604.1,10.16
"1047",2016-08-06,3.73,604.1,10.16
"1048",2016-08-05,3.73,604.1,10.16
"1049",2016-08-04,3.73,604.1,10.16
"1050",2016-08-03,3.73,604.1,10.16
"1051",2016-08-02,3.73,604.1,10.16
"1052",2016-08-01,3.89,607.52,11.08
"1053",2016-07-31,3.91,622.02,11.86
"1054",2016-07-30,4.07,654.93,12.52
"1055",2016-07-29,4.11,658.99,12.9
"1056",2016-07-28,3.99,655.51,12.87
"1057",2016-07-27,3.99,655.5,13.03
"1058",2016-07-26,3.97,653.35,12.01
"1059",2016-07-25,4.03,653,13.8
"1060",2016-07-24,4.08,661.58,12.65
"1061",2016-07-23,4.06,655.51,14.25
"1062",2016-07-22,4,646.72,14.67
"1063",2016-07-21,4.13,664.99,12.55
"1064",2016-07-20,4.14,667.22,12.48
"1065",2016-07-19,4.18,674.93,11.75
"1066",2016-07-18,4.2,674.19,11.04
"1067",2016-07-17,4.19,680.37,11.24
"1068",2016-07-16,4.18,664.97,11.72
"1069",2016-07-15,4.19,666.07,11.93
"1070",2016-07-14,4.17,661.13,11.6
"1071",2016-07-13,4.15,663,10.47
"1072",2016-07-12,4.25,675.5,10.55
"1073",2016-07-11,4.11,649.19,10.51
"1074",2016-07-10,4.14,650.59,10.95
"1075",2016-07-09,4.18,650.95,10.9
"1076",2016-07-08,4.25,665.19,11.31
"1077",2016-07-07,4.1,639.07,10.14
"1078",2016-07-06,4.48,676.05,10.55
"1079",2016-07-05,4.45,664.63,10.53
"1080",2016-07-04,4.49,678.85,11.42
"1081",2016-07-03,4.33,664.58,11.78
"1082",2016-07-02,4.66,702.48,12.14
"1083",2016-07-01,4.25,676.32,12.35
"1084",2016-06-30,4.21,673.9,12.5
"1085",2016-06-29,4.06,639.65,12.77
"1086",2016-06-28,4.13,646.48,12.22
"1087",2016-06-27,4.15,648.5,13.96
"1088",2016-06-26,4.07,627,13.75
"1089",2016-06-25,4.29,665.47,14.31
"1090",2016-06-24,4.27,660.58,14.29
"1091",2016-06-23,3.96,628.03,13.75
"1092",2016-06-22,3.89,596.04,13.25
"1093",2016-06-21,4.91,676.33,12.94
"1094",2016-06-20,5.38,743.9,11.9
"1095",2016-06-19,5.56,766.64,12.43
"1096",2016-06-18,5.58,758.11,11.41
"1097",2016-06-17,5.6,747.58,15.61
"1098",2016-06-16,5.69,767.5,20.7
"1099",2016-06-15,5.24,694.49,18.45
"1100",2016-06-14,5.14,686.08,18.73
"1101",2016-06-13,5.27,702.68,17.73
"1102",2016-06-12,5.25,668.67,15.8
"1103",2016-06-11,4.97,597.18,14.15
"1104",2016-06-10,4.88,580,13.97
"1105",2016-06-09,4.77,577.31,14.45
"1106",2016-06-08,4.81,582.82,14.49
"1107",2016-06-07,4.76,577,14.5
"1108",2016-06-06,4.96,585.24,14.03
"1109",2016-06-05,4.86,574.74,13.95
"1110",2016-06-04,4.8,572.58,13.81
"1111",2016-06-03,4.89,569.1,13.84
"1112",2016-06-02,4.74,539,13.8
"1113",2016-06-01,4.72,540.4,13.85
"1114",2016-05-31,4.64,530.3,14.01
"1115",2016-05-30,4.57,535.12,12.72
"1116",2016-05-29,4.51,527.11,12.41
"1117",2016-05-28,4.58,531.74,11.98
"1118",2016-05-27,4.47,473.94,11.12
"1119",2016-05-26,4.11,453.63,12.48
"1120",2016-05-25,4.03,448.27,12.49
"1121",2016-05-24,3.95,445.14,12.73
"1122",2016-05-23,3.96,442.97,13.42
"1123",2016-05-22,3.89,437.39,14.21
"1124",2016-05-21,3.94,440.82,14
"1125",2016-05-20,3.84,439.76,13.79
"1126",2016-05-19,3.86,440.33,14.58
"1127",2016-05-18,4.01,453.58,13.35
"1128",2016-05-17,3.97,452.45,12.08
"1129",2016-05-16,4.02,454.47,11.09
"1130",2016-05-15,4.09,457.97,9.97
"1131",2016-05-14,4.04,455.68,10.16
"1132",2016-05-13,3.97,456.24,10.6
"1133",2016-05-12,3.84,454.01,10.04
"1134",2016-05-11,3.88,452.23,9.89
"1135",2016-05-10,3.8,448.99,9.38
"1136",2016-05-09,4.09,461.86,9.32
"1137",2016-05-08,3.97,459.82,9.5
"1138",2016-05-07,3.99,460.4,9.35
"1139",2016-05-06,3.84,462.79,9.35
"1140",2016-05-05,3.72,449.01,9.79
"1141",2016-05-04,3.73,447.09,9.46
"1142",2016-05-03,3.75,451.1,9.34
"1143",2016-05-02,3.68,443.98,10
"1144",2016-05-01,3.7,450.04,8.75
"1145",2016-04-30,3.65,445.08,8.87
"1146",2016-04-29,3.83,455.41,7.52
"1147",2016-04-28,3.83,450.59,7.33
"1148",2016-04-27,3.94,447.52,7.8
"1149",2016-04-26,4.05,468.07,7.5
"1150",2016-04-25,3.88,466.43,7.54
"1151",2016-04-24,3.69,463.93,8.1
"1152",2016-04-23,3.36,452.52,8.46
"1153",2016-04-22,3.33,447.69,7.97
"1154",2016-04-21,3.37,451.99,8.11
"1155",2016-04-20,3.31,443.56,8.61
"1156",2016-04-19,3.3,437.73,8.71
"1157",2016-04-18,3.25,429.55,8.97
"1158",2016-04-17,3.28,428.8,9.46
"1159",2016-04-16,3.31,431.99,8.54
"1160",2016-04-15,3.3,431.49,8.32
"1161",2016-04-14,3.26,425.81,8.46
"1162",2016-04-13,3.25,424.95,8.09
"1163",2016-04-12,3.26,426.65,7.53
"1164",2016-04-11,3.23,423.01,8.68
"1165",2016-04-10,3.23,420.75,8.76
"1166",2016-04-09,3.23,418.37,9.15
"1167",2016-04-08,3.23,418.24,9.71
"1168",2016-04-07,3.23,421.26,10.12
"1169",2016-04-06,3.25,422.85,10.76
"1170",2016-04-05,3.26,424.53,10.4
"1171",2016-04-04,3.25,420.54,11.15
"1172",2016-04-03,3.24,420.65,11.75
"1173",2016-04-02,3.27,420.31,11.61
"1174",2016-04-01,3.23,416.8,11.62
